TestNo,TestName
1,org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests
2,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests
3,org.jfree.chart.renderer.category.junit.ScatterRendererTests
4,org.jfree.chart.renderer.category.junit.LineRenderer3DTests
5,org.jfree.chart.renderer.category.junit.StackedAreaRendererTests
6,org.jfree.chart.renderer.xy.junit.AbstractXYItemRendererTests
7,org.jfree.chart.renderer.xy.junit.WindItemRendererTests
8,org.jfree.chart.renderer.xy.junit.VectorRendererTests
9,org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests
10,org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests
11,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests
12,org.jfree.chart.renderer.category.junit.StackedBarRendererTests
13,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests
14,org.jfree.chart.renderer.xy.junit.DeviationRendererTests
15,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests
16,org.jfree.chart.renderer.category.junit.BarRenderer3DTests
17,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests
18,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests
19,org.jfree.chart.renderer.xy.junit.HighLowRendererTests
20,org.jfree.chart.renderer.category.junit.GanttRendererTests
21,org.jfree.chart.renderer.xy.junit.XYBlockRendererTests
22,org.jfree.chart.plot.junit.PolarPlotTests
23,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests
24,org.jfree.chart.axis.junit.ValueAxisTests
25,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests
26,org.jfree.chart.renderer.xy.junit.XYDotRendererTests
27,org.jfree.chart.renderer.category.junit.AreaRendererTests
28,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests
29,org.jfree.chart.renderer.junit.AbstractRendererTests
30,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests
31,org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests
32,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests
33,org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests
34,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests
35,org.jfree.chart.renderer.category.junit.LevelRendererTests
36,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests
37,org.jfree.chart.renderer.category.junit.BarRendererTests
38,org.jfree.chart.renderer.xy.junit.XYBarRendererTests
39,org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests
40,org.jfree.chart.junit.XYLineChartTests
41,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests
42,org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests
43,org.jfree.chart.renderer.xy.junit.XYStepRendererTests
44,org.jfree.chart.junit.XYBarChartTests
45,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests
46,org.jfree.chart.junit.StackedAreaChartTests
47,org.jfree.chart.junit.ScatterPlotTests
48,org.jfree.chart.junit.BarChartTests
49,org.jfree.chart.junit.LineChartTests
50,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests
51,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests
52,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests
53,org.jfree.chart.junit.WaterfallChartTests
54,org.jfree.chart.junit.XYStepAreaChartTests
55,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests
56,org.jfree.chart.junit.XYAreaChartTests
57,org.jfree.chart.junit.StackedBarChart3DTests
58,org.jfree.chart.junit.XYStepChartTests
59,org.jfree.chart.plot.junit.CombinedDomainXYPlotTests
60,org.jfree.chart.junit.AreaChartTests
61,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests
62,org.jfree.chart.junit.LineChart3DTests
63,org.jfree.chart.junit.TimeSeriesChartTests
64,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests
65,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests
66,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests
67,org.jfree.chart.renderer.xy.junit.XYAreaRendererTests
68,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests
69,org.jfree.chart.junit.GanttChartTests
70,org.jfree.chart.axis.junit.NumberAxisTests
71,org.jfree.chart.junit.BarChart3DTests
72,org.jfree.chart.axis.junit.LogAxisTests
73,org.jfree.chart.plot.junit.CategoryPlotTests
74,org.jfree.chart.junit.StackedBarChartTests
75,org.jfree.chart.annotations.junit.XYBoxAnnotationTests
76,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests
77,org.jfree.chart.plot.junit.XYPlotTests
78,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests
79,org.jfree.chart.junit.JFreeChartTests
